adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/f72fvaJ6ywtGDnbbjs5hMkMuTvs.jpg,"[10770, 35, 10749]",1039066,en,Team Bride,"Hardworking and dedicated seamstress, Hannah McKenzie, runs a side business making bespoke wedding dresses when she’s not busy with her day job at renowned bridal salon, Millington’s. Her operation is soon threatened, however, when Will Millington, heir to the bridal empire, comes in looking to revamp the brand. Along the way, the two manage to sort out their differences, work together and perhaps even fall in love…",6.7415,/upNBhf9pO8Hxd0UKJ5SATUGL1VT.jpg,2023-04-22,Team Bride,False,6.739,23
False,/42NVkOpoy9p88v8acxqZDzuB22q.jpg,"[18, 14, 35]",62871,fr,Quartier Lointain,"Thomas, a father in his fifties, returns by chance to the town where he grew up. He collapses and wakes up forty years earlier in the body of his teenage self. Thrown back into his past, Thomas will not only have to re-live his first love, but also try to understand the reasons for his father’s mysterious departure. Can you change the past by living it again?",6.7415,/wLLx74H0789Vvf4u5TTJEkdIh2p.jpg,2010-05-20,A Distant Neighborhood,False,7.1,54
False,/f3tBk0gXJuupvxFuYznyLdxswsT.jpg,"[28, 53]",1531058,ta,அதர்ஸ்,"A detective investigates alarming health issues in IVF babies, revealing a dark plot involving illegal steroids, mystery donors, and corrupt fertility clinics - all orchestrated by someone exploiting people's desire for children.",6.7413,/2rdDxephzH5bpp3Z5aKf55evRbA.jpg,2025-11-07,Others,False,6.0,1
False,/ufR7C4AtkqS0INda0qBICpupOxy.jpg,"[28, 53, 18]",982932,en,Shrapnel,A former Marine and his old war buddy face off against the Mexican cartel behind the disappearance of his daughter.,6.7413,/gsRDrAML7hJC8ZCgRQobHIrzbxR.jpg,2023-07-28,Shrapnel,False,5.61,73
False,,[35],716504,fr,Clérambard,"Jean-Marie Bigard plays Clérambard, a ruined squire, his family's slavery slave, cat taster, parish priest eater.  Converted after an appearance of Saint Francis of Assisi, he becomes as violent in good as he was in evil. A tailor-made role!  He no longer touches animals, even if they are insignificant, he finds purity in girls of joy, pleasure in destitution and he will preach this message on the roads, in a caravan, taking his family on its crusade of love .",6.7409,/zCjXijPtJgLc6tDeHwMLTQHQ97Q.jpg,2010-08-11,Clérambard,False,0.0,0
False,/pAsOHBxDazz9BTqigU0pRg2PkoG.jpg,"[28, 12, 16, 878]",18837,ja,マクロスプラス MOVIE EDITION,"Three decades after the great war between the humans and the Zentradi, the U.N. government is developing new technologies to use in their transforming fighter aircraft by running tests on the colony planet Eden. Military test pilots and former childhood friends, loose cannon Isamu Alva Dyson and the Zentradi mixed race Guld Goa Bowman, are selected to each pilot a new aircraft (Shinsei Industries' YF-19 & General Galaxy's YF-21) for Project Super Nova, to choose the newest successor to the VF-11 Thunderbolt variable fighter which is currently still in use by the U.N. Spacy military forces. Their own personal grudges end up disrupting the tests, and begin to wreak havoc on the program.",6.7408,/kwx4ogFB0ST3jAHAuda9xFF2tnW.jpg,1995-10-06,Macross Plus: The Movie,False,7.1,69
False,/fH5Z2a9umh2084dqphteqD3GsLR.jpg,"[10749, 80, 18]",117245,sv,Shoo Bre,The old friends Oscar and Elias are doing their last term in school and they both struggle to find the road ahead and a brighter future. Although brought up in the same rough neighborhood they have so far applied very different strategies. Oscar is the model student. Elias is caught up in petty crimes. But destiny has another faith for the both of them.Oscar falls madly in love with his attractive teacher Kristina and Elias sets his eyes on the beautiful Muslim girl Zeynep. Lines are crossed a things start to spin out of control.,6.7405,/c9IBEUrDpOe9Uv7TPaj39g8TS3z.jpg,2012-02-24,Shoo Bre,False,3.2,6
False,/71KXgrxVq6bik9Uv1wkFia5jumN.jpg,[28],187787,hi,Inquilaab,A wife becomes suspicious of her police officer-turned-politician husband.,6.7404,/zgIevokLhAEQ6B0YWN0msF2QBdZ.jpg,1984-01-25,Inquilaab,False,5.5,6
False,/fXFQAqjRJEAcFKf226MeQIsDvA7.jpg,"[18, 10749, 10402]",1038476,en,Dandelion,"It follows a singer-songwriter in a downward spiral as she takes a last effort gig at a motorcycle rally in South Dakota where she meets Casey, a guitarist who walked away from his dream long ago.",6.7403,/lu19dGRwRky4rftYqaPIxlaDJbN.jpg,2024-07-12,Dandelion,False,3.85,10
False,/cVJF5tRMqR2OrDs2RAR0ydFWiPG.jpg,"[35, 10749, 14]",360734,cn,情不自禁II：霎時衝動,"Kitty flopped in participation of the Hong Kong beauty contest and became a laughing stock among her colleagues. They used to make fun of her throughout the days. However, her luck changes. She came to know a prince of her dream....",6.7402,/vKqBL0MmaNEcQwDYvLFCcc8rzBb.jpg,1992-12-10,Basic Impulse,False,4.4,5
False,/4QFh4odwCHpD3b6zr1Q3XY2GBF7.jpg,"[18, 10770]",70821,en,Cyberbully,A woman tries to help her teenage daughter when she becomes the victim of online bullying.,6.7401,/wJIGiUaknsC6tLL2Om0dATZu90Z.jpg,2011-11-10,Cyberbully,False,6.034,471
False,/kJmC4MAA2BczYUJJE169QKKGnTk.jpg,[99],373472,en,Holy Hell,An inside look at a West Hollywood cult formed by a charismatic teacher in the 1980s that eventually imploded.,6.74,/qD85xZGbePSCJhlALzY1FR1xVm8.jpg,2016-05-27,Holy Hell,False,6.6,128
False,/v5l8dRcZCrOfWXg9oMOzrGv26i6.jpg,[16],69093,ja,いぬかみっ! THE MOVIE 特命霊的捜査官・仮名史郎っ!,"In 2007, the Punishment of Sexual Perversions Law came into effect. The city is surrounded by a squadron wearing protective suits and they begin to arrest any who look like perversions. No wonder that Inukami Master Keita and Inukami Yoko are wanted for Class A perversions. What will happen to Keita, Yoko, Kaoru's Inukami, and the other lovely perversions? What about Karina? Source: AnimeNfo",6.7399,/xWXSqEfEA7l5JpHmSSijllTIvlp.jpg,2007-04-21,Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,False,4.667,6
False,/4kr8dUmxSxCHQnaI6hYtEz49OvR.jpg,"[80, 18]",22073,en,Hoodlum,"In 1934, the second most lucrative business in New York City was running 'the numbers'. When Madam Queen—the powerful woman who runs the scam in Harlem—is arrested, Ellsworth 'Bumpy' Johnson takes over the business and must resist an invasion from a merciless mobster.",6.7397,/hZrwqVXLyxxsNJHVc6bJKSUDkXA.jpg,1997-08-27,Hoodlum,False,6.377,220
False,/dUqkd6fuCUVGekBffZiCUo4E22B.jpg,"[27, 9648]",548511,en,The Bloodhound,A visit to a wealthy and reclusive friend lands a young man in a world of fear and despair.,6.7394,/sNot4c5dTY7L2Mc9Q3Nk1fbKdKT.jpg,2020-12-01,The Bloodhound,False,4.87,27
False,/fEdf4oBAJMbN5uXDd9YdcdhJJr5.jpg,[18],313322,sv,Orion,"Change is in the air for Tony; an adolescent trying to make sense of life as summer draws closer for every day. Where many teenagers minds seem to be full of wishes and future dreams Tony’s is not, it’s too occupied with all the destructive things going on around him as he turns to the naive dreamer Anna for comfort. Through her, and her stories about Orion, stars and love Tony finds hope for the first time in his life.",6.7393,/uDGo7v9w5Nh5XIvZPPwcgBywraX.jpg,2013-10-23,Orion,False,0.0,0
False,,"[18, 10749]",594235,zu,Lokoza,"In the Durban South Basin, Themba lives with his father near to an oil refinery. He’s in love with Khanya, his best friend. Khanya has a new boyfriend, KG, who promises her a safe future. The more their relationship grows, the more Themba must fight to get her back, until he goes one step too far.",6.7392,,2016-05-11,Lokoza,False,0.0,0
False,/m3lFal27s4wY96nrP3t2k0rbRzY.jpg,"[35, 18]",28059,en,SubUrbia,A group of suburban teenagers try to support each other through the difficult task of becoming adults.,6.7392,/7PdRbG09K9JHYyOwwCSn3OdJb0N.jpg,1997-02-07,SubUrbia,False,6.182,129
False,/AWiNzqMliglNtdQ5SgSLtLlDgn.jpg,"[18, 35, 10749]",448802,kn,Ninnindale,Vicky Venkatesh ( Puneeth Rajkumar) is an adventure enthusiast based in New York. He's tried everything from sky diving to rock climbing. Pramila (Erica Fernandes) comes to New York in ...,6.739,/jP3mSDUEl91PbcLHudlrYHCYwit.jpg,2014-01-16,Ninnindale,False,6.0,3
False,/dR4dKkhsLzxopbPamLL8Bl0cuNs.jpg,"[80, 18, 27]",711641,en,Locked Alone,A young woman trapped in a new apartment with the spirit of the previous tenant.,6.7389,/h3JvFY6eFWPFCJeKUXr3nUXIwKC.jpg,2018-09-18,Locked Alone,False,1.0,1
False,/i47OnMHp1wuwROe6WD7lrCorW4u.jpg,"[35, 18, 10749]",241071,en,Brightest Star,A recent college graduate sets out to win back the girl of his dreams.,6.7387,/4YpVVVdLmL8ZxM7JxcyQehP5gqa.jpg,2013-10-26,Brightest Star,False,4.271,24
False,/zLyPji2w032idP56LYOjQCJUPSr.jpg,"[28, 53]",618019,en,Awake,"A man wakes in a hospital bed with no recollection of who he is, and learns that he's wanted by the police for a committing a series of murders.",6.7385,/t2dYdtArwjZJRXbKNFlqr20g8Er.jpg,2019-08-01,Awake,False,5.4,156
False,/sW3YsUWmOLgGFIoxKLAKt7Qn5ce.jpg,"[35, 10749]",45147,en,Strictly Business,"Waymon has a great job in real estate and a promising future, but he's also trapped in a loveless longterm relationship. He meets Natalie, a beautiful club-hopping hipster, and quickly falls in love. Realizing he's just not cool enough to attract her on his own, he seeks the help of his friend Bobby, a free-spirited smooth talker who works in the mail room at Waymon's firm and utilizes the predicament as leverage to advance in the company.",6.7384,/aH8NjAzgxQckbt1oY4YBpCYLrDd.jpg,1991-11-08,Strictly Business,False,5.343,35
False,,"[28, 35, 18]",771717,es,Doble indemnización,"When a man dies, he leaves a life insurance policy in his daughters' names, and his sons-in-law hatch a plan to collect it twice.",6.7383,/bkwUNVvDrCK8eQNBGY7WthACV1U.jpg,1996-01-01,Doble indemnización,False,5.0,2
False,/brAxUx5CPGlNaLhsq0ikYYpeMgm.jpg,[18],1026470,en,Silent Roar,"Dondo is a young surfer. His fisherman dad Willy disappeared a year ago.  No sign of his boat, nor his body. Dondo’s mother and the community know Willy has not survived a year in the Atlantic.  But Dondo thinks differently.",6.7381,/drCotB9bXfRvBIwptYPIBZjsFnE.jpg,2025-01-16,Silent Roar,False,6.3,3
False,,"[80, 18, 53]",328370,kn,ದೃಶ್ಯ,"Rajendra is a family-oriented man and tries to keep them happy. However, when his family commits an accidental crime, he does everything to keep them out of harm's way.",6.7381,/dbn9RS9f7booE1fpe7XoIgyt4bk.jpg,2014-06-20,Drishya,False,7.3,6
False,/hrslWH2vSAIDesGRxBOdaIGb7Q1.jpg,"[10749, 10770, 10751]",335861,de,Annas Erbe,"The surprising death of her husband hits Anna like a blow: Suddenly she is completely alone and has to take care of the management of the apple orchard. In order to assist her mother in the difficult time, Anna's illegitimate daughter Ines draws her to the estate. The relationship between the two women is difficult, tensions are inevitable. In this emotionally charged atmosphere, Anna learns that her 16-year-old granddaughter Jo is unintentionally pregnant. Ines has no idea of ​​her daughter's secret. However, it is only a matter of time before the hide-and-seek game flies open.",6.738,/fRVK1EesW6AZjs7UTeQRehSGKNR.jpg,2011-12-22,Annas Erbe,False,5.2,4
False,,"[10770, 18, 53]",29928,en,Heartless,A shy young woman receives a heart transplant and undergoes a personality change that may be connected to the murdered donor.,6.7378,/gpTGM3EopcGhjDKjS2erCjceaaq.jpg,1997-11-05,Heartless,False,3.3,5
False,,[],1087597,it,Il decisionista,"Rome, 1990s. Gian Luigi, an unscrupulous financial administrator, finds himself embroiled in a journalistic investigation that aims to unmask shady monetary dealings. The recklessness of the fixer has the hours numbered.",6.7377,/1xpUCZjxmGGV4FhMPjB30MfaC3K.jpg,1997-05-01,Il decisionista,False,2.0,2
False,,"[14, 10751]",1147173,sk,Zlatná krajina,,6.7376,,1985-01-01,Zlatná krajina,False,0.0,0
False,/9s9o9RT9Yj6nDuRJjnJm78WFoFl.jpg,"[28, 27, 53]",1051896,en,Arcadian,"In the near future, on a decimated Earth, Paul and his twin sons face terror at night when ferocious creatures awaken. When Paul is nearly killed, the boys come up with a plan for survival, using everything their father taught them to keep him alive.",6.7368,/h4T8Xeydkw53h9uIbulYsss25UF.jpg,2024-04-12,Arcadian,False,6.031,802
False,/e92N76b4kHC6UtN5C0yyhQHC48X.jpg,[99],965228,en,Subject,"In the golden age of documentaries, who benefits? SUBJECT reveals the unintended consequences – good, bad, and complicated – of having your life shared on screen. Featuring the protagonists of acclaimed documentaries The Staircase, Hoop Dreams, The Wolfpack, Capturing the Friedmans, and The Square, as well as the filmmakers of Minding the Gap, Cameraperson, An Inconvenient Truth, and more.",6.7368,/2idfjm5tTfnSAq3ipmqEisjoWtv.jpg,2023-03-03,Subject,False,6.5,2
False,/75Jv3tAvMC3qaGdOFmPdv3KwghM.jpg,[99],480432,it,Ferrari 312B,"In a race against time and all odds, the revolutionary F1 racing car Ferrari 312B will get back on the Monaco circuit, 46 years later, under the wing of it’s creator, the genius engineer Mauro Forghieri.",6.7368,/teTJtuIArAMPdGO5ValaZuOOezV.jpg,2017-10-09,Ferrari 312B,False,6.538,26
False,/9EvPlsNEePWbMTqtL4vqeiSdlPt.jpg,[18],52580,ja,TANNKA 短歌,"Kaori, a professional thirty-something caught between her passion for an older married man and the indulgence of an energetic, but less-fulfilling, youthful suitor.",6.7368,/8hi8TbhX5YRceENj3soLE2x59TZ.jpg,2006-11-11,TANNKA,False,6.0,1
False,/uxoepyIStC9cxbvZVElXmuZUVAL.jpg,[18],266854,de,Nachtwache,"In a hospital, the Protestant pastor Heger and the Catholic chaplain von Imhoff are responsible for pastoral care. Cornelie, a senior doctor, has lost her faith in God after the death of her daughter in the war. One day, Cornelie's former lover and father of her deceased daughter, the actor Gorgas, turns up to visit his friend von Imhoff.  During these days, Gorgas invites Heger's ten-year-old daughter to visit him at the fairground, where she has a fatal accident on the swing boat. Hegers seems to be broken by this stroke of fate, but finds support in von Imhoff, who even gives him the strength to stop Gorgas from committing suicide. Cornelie regains her faith and stays with Heger.",6.7367,/1g5L235SGQuLPP2tSzEVihy5OCL.jpg,1949-10-20,Nachtwache,False,0.0,0
False,/qVQmGToej01BjzZ1FUPGKNSiK7n.jpg,[35],31643,en,Jimmy Hollywood,"Jimmy Alto is an actor wannabe who stumbles into the role of a lifetime. He becomes a vigilante crime-fighter, aided by his sidekick William, who has suffered a head wound and has problems with short-term memory. Jimmy's vigilante alter ego soon becomes a media wonder--but Jimmy remains a total unknown and his long-suffering girl friend Lorraine is getting fed up with the whole situation.",6.7366,/sTLLLD6shSp6lrbIKa4v5N4wDso.jpg,1994-03-30,Jimmy Hollywood,False,5.138,69
False,/cMWwQEE18gapqvISbp06757It25.jpg,"[9648, 53, 80, 18]",252345,sv,Steget efter,"Shortly after police discovers the murder of three friends, police inspector Wallander finds his friend and colleague Svedberg dead. First, it is believed that Svedberg killed himself but Wallander soon discovers links between Svedberg, the three friends and a fourth person, a young woman in a mental hospital.",6.7365,/vYAW6EbLDacwPiRNxlswb3FYbKW.jpg,2005-06-25,One Step Behind,False,5.5,17
